"Imbalance settlement period (UTC)","+ Imbalance Price [CZK/MWh] - MBA|CZ","- Imbalance Price [CZK/MWh] - MBA|CZ","Status","Total Imbalance [MWh] - MBA|CZ","Difference","Situation","Status"
"04.03.2020 10:00 - 04.03.2020 11:00","-122","-1","Estimated","34","","Surplus","Final"
"04.03.2020 11:00 - 04.03.2020 12:00","-408","-1","Estimated","116","","Surplus","Final"
"04.03.2020 12:00 - 04.03.2020 13:00","-540","-1","Estimated","154","","Surplus","Final"
"04.03.2020 13:00 - 04.03.2020 14:00","-97","-1","Estimated","28","","Surplus","Final"
"04.03.2020 14:00 - 04.03.2020 15:00","2475","2350","Estimated","23","","Deficit","Final"
"04.03.2020 15:00 - 04.03.2020 16:00","-11","-1","Estimated","3","","Surplus","Final"
"04.03.2020 16:00 - 04.03.2020 17:00","-215","-1","Estimated","61","","Surplus","Final"
"04.03.2020 17:00 - 04.03.2020 18:00","2676","2350","Estimated","59","","Deficit","Final"
"04.03.2020 18:00 - 04.03.2020 19:00","2742","2350","Estimated","71","","Deficit","Final"
"04.03.2020 19:00 - 04.03.2020 20:00","-40","-1","Estimated","11","","Surplus","Final"
"04.03.2020 20:00 - 04.03.2020 21:00","-201","-1","Estimated","57","","Surplus","Final"
"04.03.2020 21:00 - 04.03.2020 22:00","-78","-1","Estimated","22","","Surplus","Final"
"04.03.2020 22:00 - 04.03.2020 23:00","2397","2350","Estimated","9","","Deficit","Final"
"04.03.2020 23:00 - 05.03.2020 00:00","-69","-1","Estimated","20","","Surplus","Final"
"05.03.2020 00:00 - 05.03.2020 01:00","-116","-1","Estimated","33","","Surplus","Final"
"05.03.2020 01:00 - 05.03.2020 02:00","2360","2350","Estimated","2","","Deficit","Final"
"05.03.2020 02:00 - 05.03.2020 03:00","2387","2350","Estimated","7","","Deficit","Final"
"05.03.2020 03:00 - 05.03.2020 04:00","2511","2350","Estimated","29","","Deficit","Final"
"05.03.2020 04:00 - 05.03.2020 05:00","2499","2350","Estimated","27","","Deficit","Final"
"05.03.2020 05:00 - 05.03.2020 06:00","-72","-1","Estimated","20","","Surplus","Final"
"05.03.2020 06:00 - 05.03.2020 07:00","-170","-1","Estimated","48","","Surplus","Final"
"05.03.2020 07:00 - 05.03.2020 08:00","2418","2350","Estimated","12","","Deficit","Final"
"05.03.2020 08:00 - 05.03.2020 09:00","2440","2350","Estimated","16","","Deficit","Final"
"05.03.2020 09:00 - 05.03.2020 10:00","-102","-1","Estimated","29","","Surplus","Final"
"05.03.2020 10:00 - 05.03.2020 11:00","-348","-1","Estimated","99","","Surplus","Final"
"05.03.2020 11:00 - 05.03.2020 12:00","-236","-1","Estimated","67","","Surplus","Final"
"05.03.2020 12:00 - 05.03.2020 13:00","-368","-1","Estimated","105","","Surplus","Final"
"05.03.2020 13:00 - 05.03.2020 14:00","-264","-1","Estimated","75","","Surplus","Final"
"05.03.2020 14:00 - 05.03.2020 15:00","-127","-1","Estimated","36","","Surplus","Final"
"05.03.2020 15:00 - 05.03.2020 16:00","-56","-1","Estimated","16","","Surplus","Final"
"05.03.2020 16:00 - 05.03.2020 17:00","-86","-1","Estimated","24","","Surplus","Final"
"05.03.2020 17:00 - 05.03.2020 18:00","-67","-1","Estimated","19","","Surplus","Final"
"05.03.2020 18:00 - 05.03.2020 19:00","-12","-1","Estimated","3","","Surplus","Final"
"05.03.2020 19:00 - 05.03.2020 20:00","-136","-1","Estimated","38","","Surplus","Final"
"05.03.2020 20:00 - 05.03.2020 21:00","-269","-1","Estimated","77","","Surplus","Final"
"05.03.2020 21:00 - 05.03.2020 22:00","-282","-1","Estimated","80","","Surplus","Final"
"05.03.2020 22:00 - 05.03.2020 23:00","-213","-1","Estimated","61","","Surplus","Final"
"05.03.2020 23:00 - 06.03.2020 00:00","-316","-1","Estimated","90","","Surplus","Final"
"06.03.2020 00:00 - 06.03.2020 01:00","-212","-1","Estimated","60","","Surplus","Final"
"06.03.2020 01:00 - 06.03.2020 02:00","-180","-1","Estimated","51","","Surplus","Final"
"06.03.2020 02:00 - 06.03.2020 03:00","-205","-1","Estimated","58","","Surplus","Final"
"06.03.2020 03:00 - 06.03.2020 04:00","-360","-1","Estimated","102","","Surplus","Final"
"06.03.2020 04:00 - 06.03.2020 05:00","-55","-1","Estimated","15","","Surplus","Final"
"06.03.2020 05:00 - 06.03.2020 06:00","2395","2350","Estimated","8","","Deficit","Final"
"06.03.2020 06:00 - 06.03.2020 07:00","2579","2350","Estimated","42","","Deficit","Final"
"06.03.2020 07:00 - 06.03.2020 08:00","-186","-1","Estimated","53","","Surplus","Final"
"06.03.2020 08:00 - 06.03.2020 09:00","-407","-1","Estimated","116","","Surplus","Final"
"06.03.2020 09:00 - 06.03.2020 10:00","2506","2350","Estimated","28","","Deficit","Final"
"06.03.2020 10:00 - 06.03.2020 11:00","2549","2350","Estimated","36","","Deficit","Final"
"06.03.2020 11:00 - 06.03.2020 12:00","-115","-1","Estimated","33","","Surplus","Final"
"06.03.2020 12:00 - 06.03.2020 13:00","2377","2350","Estimated","5","","Deficit","Final"
"06.03.2020 13:00 - 06.03.2020 14:00","2467","2350","Estimated","21","","Deficit","Final"
"06.03.2020 14:00 - 06.03.2020 15:00","2498","2350","Estimated","27","","Deficit","Final"
"06.03.2020 15:00 - 06.03.2020 16:00","2399","2350","Estimated","9","","Deficit","Final"
"06.03.2020 16:00 - 06.03.2020 17:00","-37","-1","Estimated","10","","Surplus","Final"
"06.03.2020 17:00 - 06.03.2020 18:00","2587","2350","Estimated","43","","Deficit","Final"
"06.03.2020 18:00 - 06.03.2020 19:00","-139","-1","Estimated","39","","Surplus","Final"
"06.03.2020 19:00 - 06.03.2020 20:00","-217","-1","Estimated","62","","Surplus","Final"
"06.03.2020 20:00 - 06.03.2020 21:00","-32","-1","Estimated","9","","Surplus","Final"
"06.03.2020 21:00 - 06.03.2020 22:00","-337","-1","Estimated","96","","Surplus","Final"
"06.03.2020 22:00 - 06.03.2020 23:00","-456","-1","Estimated","130","","Surplus","Final"
"06.03.2020 23:00 - 07.03.2020 00:00","-568","-1","Estimated","162","","Surplus","Final"
"07.03.2020 00:00 - 07.03.2020 01:00","-547","-1","Estimated","156","","Surplus","Final"
"07.03.2020 01:00 - 07.03.2020 02:00","-451","-1","Estimated","129","","Surplus","Final"
"07.03.2020 02:00 - 07.03.2020 03:00","-201","-1","Estimated","57","","Surplus","Final"
"07.03.2020 03:00 - 07.03.2020 04:00","-290","-1","Estimated","83","","Surplus","Final"
"07.03.2020 04:00 - 07.03.2020 05:00","-378","-1","Estimated","108","","Surplus","Final"
"07.03.2020 05:00 - 07.03.2020 06:00","-285","-1","Estimated","81","","Surplus","Final"
"07.03.2020 06:00 - 07.03.2020 07:00","-258","-1","Estimated","74","","Surplus","Final"
"07.03.2020 07:00 - 07.03.2020 08:00","2369","2350","Estimated","3","","Deficit","Final"
"07.03.2020 08:00 - 07.03.2020 09:00","2483","2350","Estimated","24","","Deficit","Final"
"07.03.2020 09:00 - 07.03.2020 10:00","2377","2350","Estimated","5","","Deficit","Final"
"07.03.2020 10:00 - 07.03.2020 11:00","2543","2296","Estimated","35","","Deficit","Final"
"07.03.2020 11:00 - 07.03.2020 12:00","2599","2350","Estimated","45","","Deficit","Final"
"07.03.2020 12:00 - 07.03.2020 13:00","2535","2350","Estimated","34","","Deficit","Final"
"07.03.2020 13:00 - 07.03.2020 14:00","-6","-1","Estimated","1","","Surplus","Final"
"07.03.2020 14:00 - 07.03.2020 15:00","-35","-1","Estimated","10","","Surplus","Final"
"07.03.2020 15:00 - 07.03.2020 16:00","2480","2350","Estimated","24","","Deficit","Final"
"07.03.2020 16:00 - 07.03.2020 17:00","2533","2350","Estimated","33","","Deficit","Final"
"07.03.2020 17:00 - 07.03.2020 18:00","-112","-1","Estimated","32","","Surplus","Final"
"07.03.2020 18:00 - 07.03.2020 19:00","-263","-1","Estimated","75","","Surplus","Final"
"07.03.2020 19:00 - 07.03.2020 20:00","2801","2350","Estimated","82","","Deficit","Final"
"07.03.2020 20:00 - 07.03.2020 21:00","-147","-1","Estimated","42","","Surplus","Final"
"07.03.2020 21:00 - 07.03.2020 22:00","-439","-1","Estimated","125","","Surplus","Final"
"07.03.2020 22:00 - 07.03.2020 23:00","-690","-1","Estimated","197","","Surplus","Final"
"07.03.2020 23:00 - 08.03.2020 00:00","-271","-1","Estimated","77","","Surplus","Final"
"08.03.2020 00:00 - 08.03.2020 01:00","-289","-1","Estimated","82","","Surplus","Final"
"08.03.2020 01:00 - 08.03.2020 02:00","-141","-1","Estimated","40","","Surplus","Final"
"08.03.2020 02:00 - 08.03.2020 03:00","-84","-1","Estimated","24","","Surplus","Final"
"08.03.2020 03:00 - 08.03.2020 04:00","-146","-1","Estimated","42","","Surplus","Final"
"08.03.2020 04:00 - 08.03.2020 05:00","-292","-1","Estimated","83","","Surplus","Final"
"08.03.2020 05:00 - 08.03.2020 06:00","-201","-1","Estimated","57","","Surplus","Final"
"08.03.2020 06:00 - 08.03.2020 07:00","-111","-1","Estimated","31","","Surplus","Final"
"08.03.2020 07:00 - 08.03.2020 08:00","-347","-1","Estimated","99","","Surplus","Final"
"08.03.2020 08:00 - 08.03.2020 09:00","-858","-1","Estimated","245","","Surplus","Final"
"08.03.2020 09:00 - 08.03.2020 10:00","-1122","-247","Estimated","320","","Surplus","Final"
"08.03.2020 10:00 - 08.03.2020 11:00","-885","-348","Estimated","196","","Surplus","Final"
"08.03.2020 11:00 - 08.03.2020 12:00","-639","-186","Estimated","103","","Surplus","Final"
"08.03.2020 12:00 - 08.03.2020 13:00","-32","-1","Estimated","9","","Surplus","Final"
"08.03.2020 13:00 - 08.03.2020 14:00","-151","-1","Estimated","43","","Surplus","Final"
"08.03.2020 14:00 - 08.03.2020 15:00","2430","2350","Estimated","15","","Deficit","Final"
"08.03.2020 15:00 - 08.03.2020 16:00","-20","-1","Estimated","5","","Surplus","Final"
"08.03.2020 16:00 - 08.03.2020 17:00","-111","-1","Estimated","31","","Surplus","Final"
"08.03.2020 17:00 - 08.03.2020 18:00","2608","2350","Estimated","47","","Deficit","Final"
"08.03.2020 18:00 - 08.03.2020 19:00","2747","2350","Estimated","72","","Deficit","Final"
"08.03.2020 19:00 - 08.03.2020 20:00","2872","2350","Estimated","95","","Deficit","Final"
"08.03.2020 20:00 - 08.03.2020 21:00","-22","-1","Estimated","6","","Surplus","Final"
"08.03.2020 21:00 - 08.03.2020 22:00","-207","-1","Estimated","59","","Surplus","Final"
"08.03.2020 22:00 - 08.03.2020 23:00","-163","-1","Estimated","46","","Surplus","Final"
"08.03.2020 23:00 - 09.03.2020 00:00","-57","-1","Estimated","16","","Surplus","Final"
"09.03.2020 00:00 - 09.03.2020 01:00","-46","-1","Estimated","13","","Surplus","Final"
"09.03.2020 01:00 - 09.03.2020 02:00","2467","2350","Estimated","21","","Deficit","Final"
"09.03.2020 02:00 - 09.03.2020 03:00","2400","2350","Estimated","9","","Deficit","Final"
"09.03.2020 03:00 - 09.03.2020 04:00","2528","2350","Estimated","32","","Deficit","Final"
"09.03.2020 04:00 - 09.03.2020 05:00","-24","-1","Estimated","7","","Surplus","Final"
"09.03.2020 05:00 - 09.03.2020 06:00","2443","2350","Estimated","17","","Deficit","Final"
"09.03.2020 06:00 - 09.03.2020 07:00","-69","-1","Estimated","20","","Surplus","Final"
"09.03.2020 07:00 - 09.03.2020 08:00","2675","2350","Estimated","59","","Deficit","Final"
"09.03.2020 08:00 - 09.03.2020 09:00","-132","-1","Estimated","37","","Surplus","Final"
"09.03.2020 09:00 - 09.03.2020 10:00","-709","-1","Estimated","202","","Surplus","Final"
"09.03.2020 10:00 - 09.03.2020 11:00","-303","-1","Estimated","86","","Surplus","Final"
"09.03.2020 11:00 - 09.03.2020 12:00","-329","-1","Estimated","94","","Surplus","Final"
"09.03.2020 12:00 - 09.03.2020 13:00","-280","-1","Estimated","80","","Surplus","Final"
"09.03.2020 13:00 - 09.03.2020 14:00","-317","-1","Estimated","90","","Surplus","Final"
"09.03.2020 14:00 - 09.03.2020 15:00","2359","2350","Estimated","2","","Deficit","Final"
"09.03.2020 15:00 - 09.03.2020 16:00","-109","-1","Estimated","31","","Surplus","Final"
"09.03.2020 16:00 - 09.03.2020 17:00","-32","-1","Estimated","9","","Surplus","Final"
"09.03.2020 17:00 - 09.03.2020 18:00","2770","2350","Estimated","76","","Deficit","Final"
"09.03.2020 18:00 - 09.03.2020 19:00","2603","2350","Estimated","46","","Deficit","Final"
"09.03.2020 19:00 - 09.03.2020 20:00","2611","2350","Estimated","48","","Deficit","Final"
"09.03.2020 20:00 - 09.03.2020 21:00","2516","2350","Estimated","30","","Deficit","Final"
"09.03.2020 21:00 - 09.03.2020 22:00","-20","-1","Estimated","5","","Surplus","Final"
"09.03.2020 22:00 - 09.03.2020 23:00","-64","-1","Estimated","18","","Surplus","Final"
"09.03.2020 23:00 - 10.03.2020 00:00","-430","-1","Estimated","123","","Surplus","Final"
"10.03.2020 00:00 - 10.03.2020 01:00","-535","-1","Estimated","153","","Surplus","Final"
"10.03.2020 01:00 - 10.03.2020 02:00","-574","-1","Estimated","164","","Surplus","Final"
"10.03.2020 02:00 - 10.03.2020 03:00","-572","-1","Estimated","163","","Surplus","Final"
"10.03.2020 03:00 - 10.03.2020 04:00","-16","-1","Estimated","4","","Surplus","Final"
"10.03.2020 04:00 - 10.03.2020 05:00","2430","2350","Estimated","15","","Deficit","Final"
"10.03.2020 05:00 - 10.03.2020 06:00","2353","2350","Estimated","1","","Deficit","Final"
"10.03.2020 06:00 - 10.03.2020 07:00","-189","-1","Estimated","54","","Surplus","Final"
"10.03.2020 07:00 - 10.03.2020 08:00","-359","-1","Estimated","102","","Surplus","Final"
"10.03.2020 08:00 - 10.03.2020 09:00","-475","-1","Estimated","135","","Surplus","Final"
"10.03.2020 09:00 - 10.03.2020 10:00","-166","-1","Estimated","47","","Surplus","Final"
"10.03.2020 10:00 - 10.03.2020 11:00","-41","-1","Estimated","11","","Surplus","Final"
"10.03.2020 11:00 - 10.03.2020 12:00","-583","-1","Estimated","166","","Surplus","Final"
"10.03.2020 12:00 - 10.03.2020 13:00","-476","-1","Estimated","136","","Surplus","Final"
"10.03.2020 13:00 - 10.03.2020 14:00","-121","-1","Estimated","34","","Surplus","Final"
"10.03.2020 14:00 - 10.03.2020 15:00","-104","-1","Estimated","29","","Surplus","Final"
"10.03.2020 15:00 - 10.03.2020 16:00","-69","-1","Estimated","19","","Surplus","Final"
"10.03.2020 16:00 - 10.03.2020 17:00","2481","2350","Estimated","24","","Deficit","Final"
"10.03.2020 17:00 - 10.03.2020 18:00","2761","2350","Estimated","75","","Deficit","Final"
"10.03.2020 18:00 - 10.03.2020 19:00","2776","2350","Estimated","77","","Deficit","Final"
"10.03.2020 19:00 - 10.03.2020 20:00","2530","2350","Estimated","33","","Deficit","Final"
"10.03.2020 20:00 - 10.03.2020 21:00","2466","2350","Estimated","21","","Deficit","Final"
"10.03.2020 21:00 - 10.03.2020 22:00","-22","-1","Estimated","6","","Surplus","Final"
"10.03.2020 22:00 - 10.03.2020 23:00","2488","2350","Estimated","25","","Deficit","Final"
"10.03.2020 23:00 - 11.03.2020 00:00","2772","2350","Estimated","77","","Deficit","Final"
"11.03.2020 00:00 - 11.03.2020 01:00","2542","2350","Estimated","35","","Deficit","Final"
"11.03.2020 01:00 - 11.03.2020 02:00","-158","-1","Estimated","45","","Surplus","Final"
"11.03.2020 02:00 - 11.03.2020 03:00","-176","-1","Estimated","50","","Surplus","Final"
"11.03.2020 03:00 - 11.03.2020 04:00","-191","-1","Estimated","54","","Surplus","Final"
"11.03.2020 04:00 - 11.03.2020 05:00","-186","-1","Estimated","53","","Surplus","Final"
"11.03.2020 05:00 - 11.03.2020 06:00","-322","-1","Estimated","92","","Surplus","Final"
"11.03.2020 06:00 - 11.03.2020 07:00","2422","2350","Estimated","13","","Deficit","Final"
"11.03.2020 07:00 - 11.03.2020 08:00","2756","2350","Estimated","74","","Deficit","Final"
"11.03.2020 08:00 - 11.03.2020 09:00","2656","2350","Estimated","56","","Deficit","Final"
"11.03.2020 09:00 - 11.03.2020 10:00","2782","2348","Estimated","78","","Deficit","Final"
"11.03.2020 10:00 - 11.03.2020 11:00","-61","-1","Estimated","17","","Surplus","Final"
"11.03.2020 11:00 - 11.03.2020 12:00","-323","-1","Estimated","92","","Surplus","Final"
"11.03.2020 12:00 - 11.03.2020 13:00","-51","-1","Estimated","14","","Surplus","Final"
"11.03.2020 13:00 - 11.03.2020 14:00","2370","2350","Estimated","4","","Deficit","Final"
"11.03.2020 14:00 - 11.03.2020 15:00","2376","2350","Estimated","5","","Deficit","Final"
"11.03.2020 15:00 - 11.03.2020 16:00","-243","-1","Estimated","69","","Surplus","Final"
"11.03.2020 16:00 - 11.03.2020 17:00","-173","-1","Estimated","49","","Surplus","Final"
"11.03.2020 17:00 - 11.03.2020 18:00","2541","2350","Estimated","35","","Deficit","Final"
"11.03.2020 18:00 - 11.03.2020 19:00","2486","2350","Estimated","25","","Deficit","Final"
"11.03.2020 19:00 - 11.03.2020 20:00","-77","-1","Estimated","22","","Surplus","Final"
"11.03.2020 20:00 - 11.03.2020 21:00","-43","-1","Estimated","12","","Surplus","Final"
"11.03.2020 21:00 - 11.03.2020 22:00","2591","2350","Estimated","44","","Deficit","Final"
"11.03.2020 22:00 - 11.03.2020 23:00","2406","2350","Estimated","10","","Deficit","Final"
"11.03.2020 23:00 - 12.03.2020 00:00","2480","2350","Estimated","24","","Deficit","Final"
"12.03.2020 00:00 - 12.03.2020 01:00","-38","-1","Estimated","11","","Surplus","Final"
"12.03.2020 01:00 - 12.03.2020 02:00","-144","-1","Estimated","41","","Surplus","Final"
"12.03.2020 02:00 - 12.03.2020 03:00","-69","-1","Estimated","19","","Surplus","Final"
"12.03.2020 03:00 - 12.03.2020 04:00","2452","2350","Estimated","19","","Deficit","Final"
"12.03.2020 04:00 - 12.03.2020 05:00","-41","-1","Estimated","11","","Surplus","Final"
"12.03.2020 05:00 - 12.03.2020 06:00","-358","-1","Estimated","102","","Surplus","Final"
"12.03.2020 06:00 - 12.03.2020 07:00","-225","-1","Estimated","64","","Surplus","Final"
"12.03.2020 07:00 - 12.03.2020 08:00","-271","-1","Estimated","77","","Surplus","Final"
"12.03.2020 08:00 - 12.03.2020 09:00","-112","-1","Estimated","32","","Surplus","Final"
"12.03.2020 09:00 - 12.03.2020 10:00","2426","2350","Estimated","14","","Deficit","Final"
"12.03.2020 10:00 - 12.03.2020 11:00","2757","2350","Estimated","74","","Deficit","Final"
"12.03.2020 11:00 - 12.03.2020 12:00","2575","2350","Estimated","41","","Deficit","Final"
"12.03.2020 12:00 - 12.03.2020 13:00","-675","-1","Estimated","193","","Surplus","Final"
"12.03.2020 13:00 - 12.03.2020 14:00","-1059","-1","Estimated","302","","Surplus","Final"
"12.03.2020 14:00 - 12.03.2020 15:00","-511","-1","Estimated","146","","Surplus","Final"
"12.03.2020 15:00 - 12.03.2020 16:00","-208","-1","Estimated","59","","Surplus","Final"
"12.03.2020 16:00 - 12.03.2020 17:00","-319","-1","Estimated","91","","Surplus","Final"
"12.03.2020 17:00 - 12.03.2020 18:00","-336","-1","Estimated","96","","Surplus","Final"
"12.03.2020 18:00 - 12.03.2020 19:00","-126","-1","Estimated","36","","Surplus","Final"
"12.03.2020 19:00 - 12.03.2020 20:00","-83","-1","Estimated","23","","Surplus","Final"
"12.03.2020 20:00 - 12.03.2020 21:00","-130","-1","Estimated","37","","Surplus","Final"
"12.03.2020 21:00 - 12.03.2020 22:00","-277","-1","Estimated","79","","Surplus","Final"
"12.03.2020 22:00 - 12.03.2020 23:00","-422","-1","Estimated","120","","Surplus","Final"
"12.03.2020 23:00 - 13.03.2020 00:00","-100","-1","Estimated","28","","Surplus","Final"
"13.03.2020 00:00 - 13.03.2020 01:00","-41","-1","Estimated","12","","Surplus","Final"
"13.03.2020 01:00 - 13.03.2020 02:00","-146","-1","Estimated","41","","Surplus","Final"
"13.03.2020 02:00 - 13.03.2020 03:00","-263","-1","Estimated","75","","Surplus","Final"
"13.03.2020 03:00 - 13.03.2020 04:00","-115","-1","Estimated","33","","Surplus","Final"
"13.03.2020 04:00 - 13.03.2020 05:00","-609","-1","Estimated","174","","Surplus","Final"
"13.03.2020 05:00 - 13.03.2020 06:00","-415","-1","Estimated","118","","Surplus","Final"
"13.03.2020 06:00 - 13.03.2020 07:00","-71","-1","Estimated","20","","Surplus","Final"
"13.03.2020 07:00 - 13.03.2020 08:00","2392","2350","Estimated","8","","Deficit","Final"
"13.03.2020 08:00 - 13.03.2020 09:00","-520","-1","Estimated","148","","Surplus","Final"
"13.03.2020 09:00 - 13.03.2020 10:00","-1389","-1","Estimated","397","","Surplus","Final"
"13.03.2020 10:00 - 13.03.2020 11:00","-432","-1","Estimated","123","","Surplus","Final"
"13.03.2020 11:00 - 13.03.2020 12:00","-459","-1","Estimated","131","","Surplus","Final"
"13.03.2020 12:00 - 13.03.2020 13:00","-373","-1","Estimated","106","","Surplus","Final"
"13.03.2020 13:00 - 13.03.2020 14:00","2434","2350","Estimated","15","","Deficit","Final"
